,vehicle_id,origin,time_at_origin,next_stop,arrival_time_at_next_Stop,distance,peak,time_of_day,mode,temp,humidity,cloudCover,visibility,weekend,prediction_correct,status
3345,LK65EAF,Uxbridge High School,2018-11-23 12:13:02+00:00,Brunel University,2018-11-23 12:14:51+00:00,590,no,Afternoon,bus,7.77,0.93,0.98,3.89,no,yes,0.8166666666666667
744,LK08FKW,Uxbridge High School,2018-11-23 13:13:43+00:00,Brunel University,2018-11-23 13:15:39+00:00,590,no,Afternoon,bus,7.9,0.94,0.96,4.25,no,yes,0.9333333333333333
1141,LK08FLD,Huxley Close,2018-11-23 20:53:40+00:00,Brunel University,2018-11-23 20:54:11+00:00,530,no,Night,bus,7.66,0.93,0.86,4.94,no,yes,-0.48333333333333334
4409,YX10BFL,Huxley Close,2018-11-23 21:51:32+00:00,Brunel University,2018-11-23 21:52:49+00:00,530,no,Night,bus,7.74,0.92,0.89,4.67,no,no,0.2833333333333333
4423,YX10BFL,Uxbridge High School,2018-11-23 22:17:21+00:00,Brunel University,2018-11-23 22:19:01+00:00,590,no,Night,bus,7.78,0.92,0.89,4.6,no,yes,0.6666666666666666
4043,YX10BFE,Huxley Close,2018-11-24 13:03:05+00:00,Brunel University,2018-11-24 13:04:46+00:00,530,no,Afternoon,bus,8.71,0.85,0.89,7.82,yes,yes,0.6833333333333333
4012,YX10BFE,Huxley Close,2018-11-24 16:58:46+00:00,Brunel University,2018-11-24 17:00:08+00:00,530,no,Afternoon,bus,7.96,0.82,0.89,9.37,yes,yes,0.36666666666666664
2353,LK16DDN,Huxley Close,2018-11-24 21:06:49+00:00,Brunel University,2018-11-24 21:08:10+00:00,530,no,Night,bus,7.69,0.79,0.98,9.61,yes,no,0.35
2291,LK16DDN,Uxbridge High School,2018-11-24 21:35:21+00:00,Brunel University,2018-11-24 21:37:11+00:00,590,no,Night,bus,7.67,0.79,0.98,9.43,yes,yes,0.8333333333333334
4858,YX58DUH,Uxbridge High School,2018-11-25 16:52:58+00:00,Brunel University,2018-11-25 16:54:27+00:00,590,no,Afternoon,bus,7.19,0.78,0.86,10.01,yes,no,0.48333333333333334
4366,YX10BFL,Huxley Close,2018-11-25 20:49:42+00:00,Brunel University,2018-11-25 20:50:47+00:00,530,no,Night,bus,6.2,0.84,0.89,10.01,yes,yes,0.08333333333333333
670,LK08FKV,Uxbridge High School,2018-11-26 12:34:47+00:00,Brunel University,2018-11-26 12:35:53+00:00,590,no,Afternoon,bus,7.5,0.79,0.75,10.01,no,no,0.1
1664,LK08FMY,Huxley Close,2018-11-26 17:29:40+00:00,Brunel University,2018-11-26 17:31:33+00:00,530,yes,Evening,bus,6.62,0.84,0.75,10.01,no,no,0.8833333333333333
1415,LK08FLV,St Laurence Church,2018-11-26 21:33:01+00:00,Brunel University,2018-11-26 21:34:38+00:00,985,no,Night,bus,4.08,0.93,0.54,7.77,no,yes,0.6166666666666667
1461,LK08FLW,Huxley Close,2018-11-27 12:08:00+00:00,Brunel University,2018-11-27 12:09:10+00:00,530,no,Afternoon,bus,5.38,0.92,0.63,7.9,no,no,0.16666666666666666
1475,LK08FLW,Uxbridge High School,2018-11-27 12:39:52+00:00,Brunel University,2018-11-27 12:40:47+00:00,590,no,Afternoon,bus,5.83,0.93,0.68,6.81,no,yes,-0.08333333333333333
879,LK08FLD,Huxley Close,2018-11-27 17:03:43+00:00,Brunel University,2018-11-27 17:05:53+00:00,530,yes,Evening,bus,8.43,0.97,0.91,5.99,no,yes,1.1666666666666667
1444,LK08FLW,St Laurence Church,2018-11-27 18:30:08+00:00,Brunel University,2018-11-27 18:32:21+00:00,685,yes,Evening,bus,9.53,0.93,0.87,7.92,no,yes,1.2166666666666666
3235,LK58KHL,Huxley Close,2018-11-30 12:20:11+00:00,Brunel University,2018-11-30 12:22:08+00:00,530,no,Afternoon,bus,11.04,0.73,0.27,10.01,no,no,0.95
