,vehicle_id,origin,time_at_origin,next_stop,arrival_time_at_next_Stop,distance,peak,time_of_day,mode,temp,humidity,cloudCover,visibility,weekend,prediction_correct,status
1747,LK08FND,Colham Road,2018-11-21 13:42:18+00:00,Violet Avenue,2018-11-21 13:43:13+00:00,525,no,Afternoon,bus,7.09,0.66,0.46,10.01,no,yes,-1.0833333333333333
1806,LK08FND,Apple Tree Avenue,2018-11-21 14:56:53+00:00,Violet Avenue,2018-11-21 15:00:33+00:00,960,no,Afternoon,bus,6.6,0.65,0.67,10.01,no,yes,1.6666666666666667
3729,SN09CGG,Colham Road,2018-11-21 16:25:33+00:00,Violet Avenue,2018-11-21 16:28:04+00:00,525,yes,Afternoon,bus,5.23,0.72,0.89,10.01,no,yes,0.5166666666666667
2459,LK16DDU,Colham Road,2018-11-21 20:48:20+00:00,Violet Avenue,2018-11-21 20:49:35+00:00,525,no,Night,bus,1.98,0.87,0.65,8.08,no,yes,-0.75
2266,LK16DDN,Colham Road,2018-11-22 12:08:29+00:00,Violet Avenue,2018-11-22 12:10:09+00:00,525,no,Morning,bus,4.34,0.9,0.7,3.93,no,no,-0.3333333333333333
2763,LK16DDZ,Colham Road,2018-11-22 14:29:10+00:00,Violet Avenue,2018-11-22 14:31:01+00:00,525,no,Afternoon,bus,5.58,0.88,0.82,4.28,no,yes,-0.15
711,LK08FKW,Apple Tree Avenue,2018-11-22 16:08:56+00:00,Violet Avenue,2018-11-22 16:12:30+00:00,960,no,Afternoon,bus,4.77,0.93,0.81,3.77,no,no,1.5666666666666667
4329,YX10BFL,Colham Road,2018-11-22 19:47:37+00:00,Violet Avenue,2018-11-22 19:49:49+00:00,525,no,Evening,bus,4.57,0.9,0.89,3.51,no,yes,0.2
3351,LK65EAF,Colham Road,2018-11-23 12:20:35+00:00,Violet Avenue,2018-11-23 12:22:36+00:00,525,no,Afternoon,bus,7.74,0.93,0.98,3.93,no,yes,0.016666666666666666
751,LK08FKW,Colham Road,2018-11-23 13:20:58+00:00,Violet Avenue,2018-11-23 13:22:29+00:00,525,no,Afternoon,bus,7.92,0.93,0.95,4.3,no,yes,-0.48333333333333334
1136,LK08FLD,Milburn Drive,2018-11-23 20:45:48+00:00,Violet Avenue,2018-11-23 20:48:56+00:00,1410,no,Night,bus,7.63,0.93,0.85,4.96,no,no,1.1333333333333333
4403,YX10BFL,Apple Tree Avenue,2018-11-23 21:43:48+00:00,Violet Avenue,2018-11-23 21:46:34+00:00,960,no,Night,bus,7.72,0.92,0.89,4.7,no,no,0.7666666666666667
4037,YX10BFE,Apple Tree Avenue,2018-11-24 12:54:07+00:00,Violet Avenue,2018-11-24 12:58:06+00:00,960,no,Afternoon,bus,8.69,0.86,0.89,7.69,yes,no,1.9833333333333334
4006,YX10BFE,Apple Tree Avenue,2018-11-24 16:50:12+00:00,Violet Avenue,2018-11-24 16:53:03+00:00,960,no,Afternoon,bus,7.94,0.83,0.89,9.32,yes,yes,0.85
2348,LK16DDN,Apple Tree Avenue,2018-11-24 21:00:39+00:00,Violet Avenue,2018-11-24 21:04:06+00:00,960,no,Night,bus,7.67,0.79,0.98,9.64,yes,no,1.45
2298,LK16DDN,Colham Road,2018-11-24 21:41:21+00:00,Violet Avenue,2018-11-24 21:42:23+00:00,525,no,Night,bus,7.62,0.79,0.97,9.4,yes,no,-0.9666666666666667
2424,LK16DDU,Colham Road,2018-11-25 12:18:11+00:00,Violet Avenue,2018-11-25 12:19:54+00:00,525,no,Afternoon,bus,7.83,0.79,0.69,9.62,yes,no,-0.2833333333333333
4865,YX58DUH,Colham Road,2018-11-25 17:00:31+00:00,Violet Avenue,2018-11-25 17:02:15+00:00,525,no,Evening,bus,7.09,0.79,0.87,10.01,yes,no,-0.26666666666666666
4361,YX10BFL,Apple Tree Avenue,2018-11-25 20:43:13+00:00,Violet Avenue,2018-11-25 20:46:26+00:00,960,no,Night,bus,6.18,0.84,0.89,10.01,yes,yes,1.2166666666666666
676,LK08FKV,Colham Road,2018-11-26 12:40:12+00:00,Violet Avenue,2018-11-26 12:41:47+00:00,525,no,Afternoon,bus,7.58,0.79,0.75,10.01,no,yes,-0.4166666666666667
1658,LK08FMY,Apple Tree Avenue,2018-11-26 17:17:43+00:00,Violet Avenue,2018-11-26 17:21:17+00:00,960,yes,Evening,bus,6.68,0.84,0.75,10.01,no,no,1.5666666666666667
1411,LK08FLV,Apple Tree Avenue,2018-11-26 21:25:02+00:00,Violet Avenue,2018-11-26 21:27:58+00:00,960,no,Night,bus,4.07,0.93,0.53,7.93,no,no,0.9333333333333333
1681,LK08FMY,Colham Road,2018-11-26 22:28:24+00:00,Violet Avenue,2018-11-26 22:29:18+00:00,525,no,Night,bus,3.97,0.93,0.67,6.31,no,yes,-1.1
1455,LK08FLW,Apple Tree Avenue,2018-11-27 11:58:35+00:00,Violet Avenue,2018-11-27 12:02:00+00:00,960,no,Morning,bus,5.28,0.92,0.62,8.19,no,yes,1.4166666666666667
873,LK08FLD,Apple Tree Avenue,2018-11-27 16:52:59+00:00,Violet Avenue,2018-11-27 16:56:33+00:00,960,yes,Afternoon,bus,8.36,0.97,0.9,6.15,no,yes,1.5666666666666667
1428,LK08FLW,Colham Road,2018-11-27 17:53:37+00:00,Violet Avenue,2018-11-27 17:55:49+00:00,525,yes,Evening,bus,9.16,0.93,0.9,6.2,no,no,0.2
1439,LK08FLW,Apple Tree Avenue,2018-11-27 18:24:27+00:00,Violet Avenue,2018-11-27 18:27:15+00:00,960,yes,Evening,bus,9.48,0.93,0.87,7.61,no,no,0.8
3229,LK58KHL,Apple Tree Avenue,2018-11-30 12:11:00+00:00,Violet Avenue,2018-11-30 12:14:34+00:00,960,no,Afternoon,bus,11.01,0.73,0.23,10.01,no,yes,1.5666666666666667
