,vehicle_id,origin,time_at_origin,next_stop,arrival_time_at_next_Stop,distance,peak,time_of_day,mode,temp,humidity,cloudCover,visibility,weekend,prediction_correct,status
2777,LK16DDZ,Berberis Walk,2018-11-22 14:49:47+00:00,Harmondsworth Road,2018-11-22 14:50:45+00:00,325,no,Afternoon,bus,5.65,0.87,0.83,4.31,no,no,-0.03333333333333333
4342,YX10BFL,Berberis Walk,2018-11-22 20:04:44+00:00,Harmondsworth Road,2018-11-22 20:05:33+00:00,325,no,Evening,bus,4.58,0.89,0.89,3.6,no,yes,-0.18333333333333332
3366,LK65EAF,Berberis Walk,2018-11-23 12:42:34+00:00,Harmondsworth Road,2018-11-23 12:43:05+00:00,325,no,Afternoon,bus,7.88,0.93,0.96,4.04,no,yes,-0.48333333333333334
766,LK08FKW,Berberis Walk,2018-11-23 13:41:59+00:00,Harmondsworth Road,2018-11-23 13:42:33+00:00,325,no,Afternoon,bus,7.99,0.93,0.94,4.46,no,yes,-0.43333333333333335
1123,LK08FLD,Harmondsworth Lane,2018-11-23 20:32:00+00:00,Harmondsworth Road,2018-11-23 20:33:51+00:00,1075,no,Night,bus,7.58,0.92,0.83,5.01,no,yes,0.85
4390,YX10BFL,Harmondsworth Lane,2018-11-23 21:28:36+00:00,Harmondsworth Road,2018-11-23 21:30:31+00:00,1075,no,Night,bus,7.75,0.92,0.89,4.78,no,yes,0.9166666666666666
4022,YX10BFE,Harmondsworth Lane,2018-11-24 12:33:36+00:00,Harmondsworth Road,2018-11-24 12:35:36+00:00,1075,no,Afternoon,bus,8.77,0.86,0.89,7.27,yes,yes,1.0
3993,YX10BFE,Harmondsworth Lane,2018-11-24 16:32:15+00:00,Harmondsworth Road,2018-11-24 16:34:37+00:00,1075,no,Afternoon,bus,8.03,0.83,0.89,9.14,yes,yes,1.3666666666666667
2312,LK16DDN,Berberis Walk,2018-11-24 21:56:23+00:00,Harmondsworth Road,2018-11-24 21:57:25+00:00,325,no,Night,bus,7.72,0.78,0.97,9.38,yes,yes,0.03333333333333333
2439,LK16DDU,Berberis Walk,2018-11-25 12:38:24+00:00,Harmondsworth Road,2018-11-25 12:39:21+00:00,325,no,Afternoon,bus,7.92,0.79,0.72,9.54,yes,yes,-0.05
4879,YX58DUH,Berberis Walk,2018-11-25 17:23:01+00:00,Harmondsworth Road,2018-11-25 17:24:07+00:00,325,no,Evening,bus,7.15,0.79,0.83,10.01,yes,yes,0.1
691,LK08FKV,Berberis Walk,2018-11-26 13:00:20+00:00,Harmondsworth Road,2018-11-26 13:01:08+00:00,325,no,Afternoon,bus,7.84,0.77,0.75,10.01,no,yes,-0.2
1643,LK08FMY,Harmondsworth Lane,2018-11-26 16:52:34+00:00,Harmondsworth Road,2018-11-26 16:54:45+00:00,1075,yes,Afternoon,bus,6.84,0.83,0.75,10.01,no,yes,1.1833333333333333
1399,LK08FLV,Harmondsworth Lane,2018-11-26 21:09:30+00:00,Harmondsworth Road,2018-11-26 21:11:55+00:00,1075,no,Night,bus,4.02,0.92,0.49,8.37,no,yes,1.4166666666666667
1695,LK08FMY,Berberis Walk,2018-11-26 22:45:16+00:00,Harmondsworth Road,2018-11-26 22:45:46+00:00,325,no,Night,bus,3.85,0.93,0.72,5.84,no,no,-0.5
859,LK08FLD,Harmondsworth Lane,2018-11-27 16:31:14+00:00,Harmondsworth Road,2018-11-27 16:33:19+00:00,1075,yes,Afternoon,bus,8.31,0.95,0.87,7.24,no,no,1.0833333333333333
4812,YX10BFO,Berberis Walk,2018-11-27 21:04:34+00:00,Harmondsworth Road,2018-11-27 21:05:27+00:00,325,no,Night,bus,9.91,0.93,0.75,9.99,no,no,-0.11666666666666667
