,vehicle_id,origin,time_at_origin,next_stop,arrival_time_at_next_Stop,distance,peak,time_of_day,mode,temp,humidity,cloudCover,visibility,weekend,prediction_correct,status
1025,LK08FLD,Yiewsley High Street,2018-11-19 18:45:03+00:00,West Drayton Station,2018-11-19 18:47:07+00:00,420,yes,Evening,bus,5.36,0.85,0.66,9.95,no,yes,0.06666666666666667
965,LK08FLD,Ferrers Avenue,2018-11-19 19:44:41+00:00,West Drayton Station,2018-11-19 19:45:49+00:00,405,no,Evening,bus,5.09,0.87,0.69,9.85,no,yes,-0.8666666666666667
2897,LK16DEU,Ferrers Avenue,2018-11-21 12:27:07+00:00,West Drayton Station,2018-11-21 12:27:57+00:00,405,no,Afternoon,bus,7.32,0.7,0.43,10.01,no,yes,-1.1666666666666667
1752,LK08FND,Yiewsley High Street,2018-11-21 13:51:39+00:00,West Drayton Station,2018-11-21 13:53:27+00:00,420,no,Afternoon,bus,7.04,0.66,0.46,10.01,no,no,-0.2
1801,LK08FND,Ferrers Avenue,2018-11-21 14:49:29+00:00,West Drayton Station,2018-11-21 14:50:30+00:00,405,no,Afternoon,bus,6.69,0.65,0.64,10.01,no,yes,-0.9833333333333333
3734,SN09CGG,Yiewsley High Street,2018-11-21 16:37:57+00:00,West Drayton Station,2018-11-21 16:40:32+00:00,420,yes,Afternoon,bus,5.19,0.73,0.89,10.01,no,yes,0.5833333333333334
2464,LK16DDU,Yiewsley High Street,2018-11-21 20:56:23+00:00,West Drayton Station,2018-11-21 20:57:58+00:00,420,no,Night,bus,2.03,0.87,0.66,8.08,no,yes,-0.4166666666666667
2271,LK16DDN,Yiewsley High Street,2018-11-22 12:18:51+00:00,West Drayton Station,2018-11-22 12:20:34+00:00,420,no,Morning,bus,4.63,0.89,0.7,3.98,no,no,-0.2833333333333333
2768,LK16DDZ,Yiewsley High Street,2018-11-22 14:38:52+00:00,West Drayton Station,2018-11-22 14:40:25+00:00,420,no,Afternoon,bus,5.66,0.88,0.82,4.31,no,yes,-0.45
707,LK08FKW,Ferrers Avenue,2018-11-22 16:01:34+00:00,West Drayton Station,2018-11-22 16:02:07+00:00,405,no,Afternoon,bus,4.83,0.92,0.78,3.83,no,no,-1.45
