last_stop,lat,lon
1544008157,51.5256534,-0.1367174
1544008218,51.5302558,-0.1240631
1544008428,51.5202107,-0.1057568
1544008458,51.5208745,-0.0973156
1544008578,51.5182516,-0.0890625
1544008788,51.5142477,-0.0757186
1544009361,51.5178534,-0.0799749
1544009541,51.5182516,-0.0890625
1544009721,51.5202107,-0.1057568
1544009873,51.5302558,-0.1240631
1544009992,51.5256534,-0.1367174
1544010082,51.5239044,-0.1439641
1544010232,51.5223606,-0.1600283
1543319879,51.5635385,-0.2789145
1543320240,51.5790155,-0.3179358
1543320330,51.5792702,-0.3366561
1543320570,51.5795852,-0.3530692
1543320723,51.5755663,-0.3702198
1543320812,51.576688,-0.3975687
1543320961,51.5730085,-0.4130254
1543321051,51.57151475,-0.421363596
1543321232,51.5640163,-0.4436766
1543321353,51.5534111,-0.448444
1543764857,51.5462072,-0.1804186
1543765187,51.5223606,-0.1600283
1543765489,51.5239044,-0.1439641
1543765607,51.5256534,-0.1367174
1543765699,51.5302558,-0.1240631
1543765879,51.5202107,-0.1057568
1543765939,51.5208745,-0.0973156
1543766120,51.5182516,-0.0890625
1543766209,51.5178534,-0.0799749
1543766992,51.5182516,-0.0890625
1543767082,51.5208745,-0.0973156
1543767203,51.5202107,-0.1057568
1543767413,51.5302558,-0.1240631
1543767534,51.5256534,-0.1367174
1543767623,51.5239044,-0.1439641
1543767769,51.5223606,-0.1600283
1543768164,51.5462072,-0.1804186
1543768555,51.5635385,-0.2789145
1543768947,51.5790155,-0.3179358
1543769067,51.5792702,-0.3366561
1543769186,51.5795852,-0.3530692
1543769368,51.5755663,-0.3702198
1543769486,51.576688,-0.3975687
1543769639,51.5730085,-0.4130254
1543769729,51.57151475,-0.421363596
1543769849,51.5640163,-0.4436766
1543769970,51.5534111,-0.448444
1543947403,51.5543175,-0.250653366
1543947643,51.5462072,-0.1804186
1543948037,51.5223606,-0.1600283
1543948307,51.5239044,-0.1439641
1543948456,51.5256534,-0.1367174
1543948546,51.5302558,-0.1240631
1543948757,51.5202107,-0.1057568
1543948849,51.5208745,-0.0973156
1543949030,51.5182516,-0.0890625
1543949149,51.5178534,-0.0799749
1543949271,51.5142477,-0.0757186
1543949511,51.5178534,-0.0799749
1543949661,51.5182516,-0.0890625
1543949752,51.5208745,-0.0973156
1543949871,51.5202107,-0.1057568
1543950053,51.5302558,-0.1240631
1543950171,51.5256534,-0.1367174
1543950263,51.5239044,-0.1439641
1543950414,51.5223606,-0.1600283
1544007526,51.5635385,-0.2789145
1544007706,51.5543175,-0.250653366
1544007976,51.5462072,-0.1804186
1544008338,51.5223606,-0.1600283
1544008578,51.5239044,-0.1439641
1544008730,51.5256534,-0.1367174
1544008789,51.5302558,-0.1240631
1544009000,51.5202107,-0.1057568
1544009059,51.5208745,-0.0973156
1544009180,51.5182516,-0.0890625
1544009300,51.5178534,-0.0799749
1544009421,51.5142477,-0.0757186
1544010143,51.5182516,-0.0890625
1544010203,51.5208745,-0.0973156
1544010323,51.5202107,-0.1057568
1544010474,51.5302558,-0.1240631
1543257469,51.5635385,-0.2789145
1543257770,51.5790155,-0.3179358
1543257921,51.5792702,-0.3366561
1543258041,51.5795852,-0.3530692
1543258313,51.5755663,-0.3702198
1543258462,51.576688,-0.3975687
1543258583,51.5730085,-0.4130254
1543258673,51.57151475,-0.421363596
1543258823,51.5640163,-0.4436766
1543258974,51.5534111,-0.448444
1543956941,51.5635385,-0.2789145
1543957210,51.5790155,-0.3179358
1543957392,51.5792702,-0.3366561
1543957512,51.5795852,-0.3530692
1543957723,51.5755663,-0.3702198
1543957873,51.576688,-0.3975687
1543957993,51.5730085,-0.4130254
1543958144,51.57151475,-0.421363596
1543958263,51.5640163,-0.4436766
1543958385,51.5534111,-0.448444
1543958625,51.546927,-0.4788252
1543959076,51.5534111,-0.448444
1543959196,51.5640163,-0.4436766
1543959376,51.57151475,-0.421363596
1543959438,51.5730085,-0.4130254
1543959528,51.576688,-0.3975687
1543856735,51.5462072,-0.1804186
1543857247,51.5635385,-0.2789145
1543857637,51.5790155,-0.3179358
1543857698,51.5792702,-0.3366561
1543857848,51.5795852,-0.3530692
1543858059,51.5755663,-0.3702198
1543858150,51.576688,-0.3975687
1543858271,51.5730085,-0.4130254
1543858421,51.57151475,-0.421363596
1543858539,51.5640163,-0.4436766
1543858660,51.5534111,-0.448444
1543858931,51.546927,-0.4788252
1543859534,51.5534111,-0.448444
1543859684,51.5640163,-0.4436766
1543941144,51.5462072,-0.1804186
1543941565,51.5635385,-0.2789145
1543941865,51.5790155,-0.3179358
1543942016,51.5792702,-0.3366561
1543942167,51.5795852,-0.3530692
1543942317,51.5755663,-0.3702198
1543942437,51.576688,-0.3975687
1543942590,51.5730085,-0.4130254
1543942710,51.57151475,-0.421363596
1543942860,51.5640163,-0.4436766
1543942982,51.5534111,-0.448444
1543943222,51.546927,-0.4788252
1543943883,51.5534111,-0.448444
1543944004,51.5640163,-0.4436766
1543944183,51.57151475,-0.421363596
1543944274,51.5730085,-0.4130254
1543947223,51.5239044,-0.1439641
1543947372,51.5256534,-0.1367174
1543947463,51.5302558,-0.1240631
1543947733,51.5202107,-0.1057568
1543947823,51.5208745,-0.0973156
1543948036,51.5182516,-0.0890625
1543948247,51.5178534,-0.0799749
1543948488,51.5142477,-0.0757186
1543948849,51.5178534,-0.0799749
1543948968,51.5182516,-0.0890625
1543949121,51.5208745,-0.0973156
1543949271,51.5202107,-0.1057568
1543949450,51.5302558,-0.1240631
1543949602,51.5256534,-0.1367174
1543949691,51.5239044,-0.1439641
1543949842,51.5223606,-0.1600283
1543950142,51.5462072,-0.1804186
1543352034,51.5208745,-0.0973156
1543352125,51.5202107,-0.1057568
1543352335,51.5302558,-0.1240631
1543352486,51.5256534,-0.1367174
1543352575,51.5239044,-0.1439641
1543352727,51.5223606,-0.1600283
1543353058,51.5462072,-0.1804186
1543353448,51.5635385,-0.2789145
1543353719,51.5790155,-0.3179358
1543353873,51.5792702,-0.3366561
1543354083,51.5795852,-0.3530692
1543354234,51.5755663,-0.3702198
1543354385,51.576688,-0.3975687
1543354475,51.5730085,-0.4130254
1543354567,51.57151475,-0.421363596
1543354686,51.5640163,-0.4436766
1543354807,51.5534111,-0.448444
1543355046,51.546927,-0.4788252
1543956219,51.5543175,-0.250653366
1543956489,51.5462072,-0.1804186
1543956910,51.5223606,-0.1600283
1543957030,51.5239044,-0.1439641
1543957151,51.5256534,-0.1367174
1543957242,51.5302558,-0.1240631
1543957451,51.5202107,-0.1057568
1543957513,51.5208745,-0.0973156
1543957632,51.5182516,-0.0890625
1543957752,51.5178534,-0.0799749
1543958023,51.5142477,-0.0757186
1543958414,51.5178534,-0.0799749
1543958595,51.5182516,-0.0890625
1543958656,51.5208745,-0.0973156
1543958776,51.5202107,-0.1057568
1543958956,51.5302558,-0.1240631
1543959076,51.5256534,-0.1367174
1543959166,51.5239044,-0.1439641
1543959346,51.5223606,-0.1600283
1541016901,51.57151475,-0.421363596
1541016993,51.5730085,-0.4130254
1541017084,51.576688,-0.3975687
1541017265,51.5755663,-0.3702198
1541017385,51.5795852,-0.3530692
1541017535,51.5792702,-0.3366561
1541018018,51.5635385,-0.2789145
1541018198,51.5543175,-0.250653366
1541018469,51.5462072,-0.1804186
1541018831,51.5223606,-0.1600283
1541019010,51.5239044,-0.1439641
1541019160,51.5256534,-0.1367174
1541019191,51.5302558,-0.1240631
1541019402,51.5202107,-0.1057568
1541019462,51.5208745,-0.0973156
1541019552,51.5182516,-0.0890625
1541019703,51.5178534,-0.0799749
1543271376,51.5223606,-0.1600283
1543271769,51.5462072,-0.1804186
1543272220,51.5635385,-0.2789145
1543272550,51.5790155,-0.3179358
1543272640,51.5792702,-0.3366561
1543272820,51.5795852,-0.3530692
1543273031,51.5755663,-0.3702198
1543273173,51.576688,-0.3975687
1543273293,51.5730085,-0.4130254
1543273414,51.57151475,-0.421363596
1543273533,51.5640163,-0.4436766
1543273715,51.5534111,-0.448444
1542484447,51.509474,-0.1371553
1542484543,51.56043745,0.2261085
1542484575,51.5405573,-0.4720283
1542484650,51.5359533,-0.474126621
1542484750,51.53255315,-0.473993562
1542484784,51.5288183,-0.4760454
1542484821,51.5278427,-0.4740996
1542484932,51.52544785,-0.461514162
1542484993,51.5283496,-0.4589365
1542485067,51.5224716,-0.465411
1542485332,51.5229368,-0.4634882
1542485329,51.5147146,-0.4703758
1542485416,51.5157223,-0.4738417
1542485465,51.512435,-0.4725204
1542485562,51.5103739,-0.4729528
1542485628,51.507585,-0.475401
1542485693,51.500225,-0.0495013
1542485741,51.49982905,-0.039883539
1542485836,51.4982558,-0.4765996
1542485846,51.4971155,-0.4699296
1542485903,51.4976743,-0.4727484
1542485938,51.4983771,-0.4713048
1542486002,51.5026662,-0.4668225
1542486167,51.4894123,-0.462509
1542486239,51.4862805,-0.4779203
1542486296,51.4837543,-0.4776971
1542486303,51.482764,-0.4738342
1542486344,51.48086715,-0.468943509
1542486392,51.5848407,-0.0337525
1542486466,51.481384,-0.454781
1542487386,51.4810764,-0.4637463
1542487453,51.48086715,-0.468943509
1542487541,51.4837543,-0.4776971
1542487590,51.4862805,-0.4779203
1542487757,51.5026662,-0.4668225
1542487809,51.4976743,-0.4727484
1542487841,51.4971155,-0.4699296
1542487877,51.4962131,-0.4781193
1542487961,51.5570551,0.0663205
1542487998,51.49982905,-0.039883539
1542488043,51.500225,-0.0495013
1542488103,51.507585,-0.475401
1542488176,51.5103739,-0.4729528
1542488284,51.512435,-0.4725204
1542488381,51.5175583,-0.4688201
1542488463,51.5229368,-0.4634882
1542488641,51.5224716,-0.465411
1542488691,51.5283496,-0.4589365
1542488762,51.52544785,-0.461514162
1542488773,51.5260711,-0.4667516
1542488830,51.5278427,-0.4740996
1542488876,51.5288183,-0.4760454
1542488963,51.5360816,-0.4777062
1542489108,51.5405573,-0.4720283
1542489188,51.5444793,-0.475725
1542489367,51.5639755,-0.2857673
1542226403,51.5288183,-0.4760454
1542226433,51.5278427,-0.4740996
1542226500,51.52932255,-0.472395435
1542226500,51.52932255,-0.472395435
1542226578,51.52544785,-0.461514162
1542226631,51.5283496,-0.4589365
1542226807,51.5224716,-0.465411
1542226960,51.5229368,-0.4634882
1542227013,51.5147146,-0.4703758
1542227081,51.5157223,-0.4738417
1542227153,51.512435,-0.4725204
1542227255,51.5103739,-0.4729528
1542227299,51.507585,-0.475401
1542227399,51.500225,-0.0495013
1542227434,51.49982905,-0.039883539
1542227459,51.5570551,0.0663205
1542227531,51.4982558,-0.4765996
1542227560,51.4971155,-0.4699296
1542227629,51.4976743,-0.4727484
1542227749,51.5026662,-0.4668225
1542227852,51.4894123,-0.462509
1542227900,51.4862805,-0.4779203
1542227964,51.4837543,-0.4776971
1542228008,51.482764,-0.4738342
1542228052,51.48086715,-0.468943509
1542228113,51.5848407,-0.0337525
1542228176,51.481384,-0.454781
1543235278,51.5639755,-0.2857673
1543235366,51.509474,-0.1371553
1543235482,51.56043745,0.2261085
1543235564,51.5405573,-0.4720283
1543235687,51.5359533,-0.474126621
1543235737,51.53255315,-0.473993562
1543235814,51.5288183,-0.4760454
1543235857,51.5278427,-0.4740996
1543235908,51.5260711,-0.4667516
1543235977,51.52544785,-0.461514162
1543236012,51.5283496,-0.4589365
1543236107,51.5224716,-0.465411
1543236321,51.5229368,-0.4634882
1543236392,51.5147146,-0.4703758
1543236466,51.5157223,-0.4738417
1543236573,51.512435,-0.4725204
1543236650,51.5103739,-0.4729528
1543236779,51.507585,-0.475401
1543236874,51.500225,-0.0495013
1543236931,51.49982905,-0.039883539
1543236982,51.5570551,0.0663205
1543236996,51.4982558,-0.4765996
1543237040,51.4962131,-0.4781193
1543237060,51.4971155,-0.4699296
1543237127,51.4976743,-0.4727484
1543237220,51.4983771,-0.4713048
1543237268,51.5026662,-0.4668225
1543237401,51.4894123,-0.462509
1543237461,51.4862805,-0.4779203
1543237541,51.4837543,-0.4776971
1543237603,51.482764,-0.4738342
1543237650,51.48086715,-0.468943509
1543237711,51.5848407,-0.0337525
1543237804,51.481384,-0.454781
1542901949,51.4976743,-0.4727484
1542902046,51.4971155,-0.4699296
1542902092,51.4962131,-0.4781193
1542902156,51.4982558,-0.4765996
1542902207,51.5570551,0.0663205
1542902274,51.49982905,-0.039883539
1542902362,51.500225,-0.0495013
1542902494,51.507585,-0.475401
1542902538,51.5103739,-0.4729528
1542902688,51.512435,-0.4725204
1542902823,51.5175583,-0.4688201
1542902936,51.5229368,-0.4634882
1542903200,51.5224716,-0.465411
1542903240,51.5283496,-0.4589365
1542903346,51.5260711,-0.4667516
1542903459,51.5278427,-0.4740996
1542903586,51.53255315,-0.473993562
1542903686,51.5360816,-0.4777062
1542903936,51.5359533,-0.474126621
1542904075,51.5405573,-0.4720283
1542904150,51.56043745,0.2261085
1542904167,51.5444793,-0.475725
1542904479,51.5639755,-0.2857673
1544026944,51.5239044,-0.1439641
1544027155,51.5223606,-0.1600283
1544027515,51.5462072,-0.1804186
1544027938,51.5635385,-0.2789145
1544028210,51.5790155,-0.3179358
1544028389,51.5792702,-0.3366561
1544028510,51.5795852,-0.3530692
1544028690,51.5755663,-0.3702198
1544028871,51.576688,-0.3975687
1544028961,51.5730085,-0.4130254
1544029082,51.57151475,-0.421363596
1544029231,51.5640163,-0.4436766
1544029354,51.5534111,-0.448444
1544029683,51.546927,-0.4788252
1544030223,51.5534111,-0.448444
1544030315,51.5640163,-0.4436766
1542978320,51.5475775,-0.4808691
1542978411,51.5639755,-0.2857673
1542978452,51.509474,-0.1371553
1542978654,51.56043745,0.2261085
1542978694,51.5405573,-0.4720283
1542978823,51.5359533,-0.474126621
1542978939,51.53255315,-0.473993562
1542979001,51.5288183,-0.4760454
1542979062,51.5278427,-0.4740996
1542979086,51.52932255,-0.472395435
1542979146,51.5260711,-0.4667516
1542979196,51.52544785,-0.461514162
1542979258,51.5283496,-0.4589365
1542979349,51.5224716,-0.465411
1542979546,51.5229368,-0.4634882
1542979618,51.5147146,-0.4703758
1542979708,51.5157223,-0.4738417
1542979848,51.512435,-0.4725204
1542979985,51.5103739,-0.4729528
1542980039,51.507585,-0.475401
1542980125,51.500225,-0.0495013
1542980206,51.49982905,-0.039883539
1542980246,51.5570551,0.0663205
1542980334,51.4982558,-0.4765996
1542980357,51.4962131,-0.4781193
1542980407,51.4971155,-0.4699296
1542980449,51.4976743,-0.4727484
1542980519,51.4983771,-0.4713048
1542980553,51.5026662,-0.4668225
1542980674,51.4894123,-0.462509
1542980742,51.4862805,-0.4779203
1542980818,51.4837543,-0.4776971
1542980883,51.482764,-0.4738342
1542980922,51.48086715,-0.468943509
1542980970,51.5848407,-0.0337525
1542981030,51.481384,-0.454781
1542566002,51.5405573,-0.4720283
1542566130,51.5359533,-0.474126621
1542566159,51.53255315,-0.473993562
1542566197,51.5288183,-0.4760454
1542566258,51.5278427,-0.4740996
1542566290,51.52932255,-0.472395435
1542566395,51.52544785,-0.461514162
